asn,ixp,ixp_cc,fac,fac_cc
24429,DE-CIX Frankfurt,DE,CyrusOne Frankfurt 1,DE
24429,DE-CIX Frankfurt,DE,NTT Frankfurt 4 Data Center (FRA4),DE
24429,DE-CIX Frankfurt,DE,"Equinix FR5 - Frankfurt, KleyerStrasse",DE
24429,DE-CIX Frankfurt,DE,Global Switch Frankfurt,DE
24429,DE-CIX Frankfurt,DE,ITENOS Frankfurt (FRA1),DE
24429,DE-CIX Frankfurt,DE,"Equinix FR2 - Frankfurt, North",DE
24429,DE-CIX Frankfurt,DE,Iron Mountain Data Center - Frankfurt (FRA-2),DE
24429,DE-CIX Frankfurt,DE,"Equinix FR6 - Frankfurt, West",DE
24429,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA29-32,DE
24429,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA28,DE
24429,DE-CIX Frankfurt,DE,NewColo Frankfurt,DE
24429,DE-CIX Frankfurt,DE,"Equinix FR8 - Frankfurt, West",DE
24429,DE-CIX Frankfurt,DE,NewTelco Frankfurt,DE
24429,DE-CIX Frankfurt,DE,"Equinix FR7 - Frankfurt, Gutleutstrasse",DE
24429,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA1-27,DE
24429,DE-CIX Frankfurt,DE,COLT DC Frankfurt,DE
24429,DE-CIX Frankfurt,DE,maincubes FRA01,DE
24429,DE-CIX Frankfurt,DE,Pfalzkom DCRN II,DE
24429,DE-CIX Frankfurt,DE,"Equinix FR4 - Frankfurt, West",DE
24429,DE-CIX Frankfurt,DE,NTT Frankfurt 2 Data Center (FRA2),DE
24429,DE-CIX Frankfurt,DE,TelemaxX IPC4,DE
24429,DE-CIX Frankfurt,DE,CyrusOne Frankfurt 3,DE
24429,DE-CIX Frankfurt,DE,Keppel Data Centres | Keppel DC Frankfurt 1,DE
24429,DE-CIX Frankfurt,DE,NTT Frankfurt 1 Data Center (FRA1),DE
24429,DE-CIX Frankfurt,DE,Telehouse - Frankfurt,DE
24429,DE-CIX Frankfurt,DE,Pfalzkom DCRN I,DE
24429,DE-CIX Frankfurt,DE,CyrusOne Frankfurt 1,DE
24429,DE-CIX Frankfurt,DE,NTT Frankfurt 4 Data Center (FRA4),DE
24429,DE-CIX Frankfurt,DE,"Equinix FR5 - Frankfurt, KleyerStrasse",DE
24429,DE-CIX Frankfurt,DE,Global Switch Frankfurt,DE
24429,DE-CIX Frankfurt,DE,ITENOS Frankfurt (FRA1),DE
24429,DE-CIX Frankfurt,DE,"Equinix FR2 - Frankfurt, North",DE
24429,DE-CIX Frankfurt,DE,Iron Mountain Data Center - Frankfurt (FRA-2),DE
24429,DE-CIX Frankfurt,DE,"Equinix FR6 - Frankfurt, West",DE
24429,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA29-32,DE
24429,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA28,DE
24429,DE-CIX Frankfurt,DE,NewColo Frankfurt,DE
24429,DE-CIX Frankfurt,DE,"Equinix FR8 - Frankfurt, West",DE
24429,DE-CIX Frankfurt,DE,NewTelco Frankfurt,DE
24429,DE-CIX Frankfurt,DE,"Equinix FR7 - Frankfurt, Gutleutstrasse",DE
24429,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA1-27,DE
24429,DE-CIX Frankfurt,DE,COLT DC Frankfurt,DE
24429,DE-CIX Frankfurt,DE,maincubes FRA01,DE
24429,DE-CIX Frankfurt,DE,Pfalzkom DCRN II,DE
24429,DE-CIX Frankfurt,DE,"Equinix FR4 - Frankfurt, West",DE
24429,DE-CIX Frankfurt,DE,NTT Frankfurt 2 Data Center (FRA2),DE
24429,DE-CIX Marseille,FR,Digital Realty Marseille MRS1/2/3/4,FR
24429,DE-CIX Marseille,FR,Free Pro - Marseille - MRS1,FR
24429,DE-CIX Madrid,ES,Digital Realty Madrid MAD1-2,ES
24429,DE-CIX Madrid,ES,Equinix MD2 - Madrid,ES
24429,DE-CIX Madrid,ES,Global Switch Madrid,ES
24429,DE-CIX Madrid,ES,nLighten Madrid MAD1,ES
24429,DE-CIX Frankfurt,DE,TelemaxX IPC4,DE
24429,DE-CIX Frankfurt,DE,CyrusOne Frankfurt 3,DE
24429,DE-CIX Frankfurt,DE,Keppel Data Centres | Keppel DC Frankfurt 1,DE
24429,DE-CIX Frankfurt,DE,NTT Frankfurt 1 Data Center (FRA1),DE
24429,DE-CIX Frankfurt,DE,Telehouse - Frankfurt,DE
24429,DE-CIX Frankfurt,DE,Pfalzkom DCRN I,DE
24429,DE-CIX Frankfurt,DE,CyrusOne Frankfurt 1,DE
24429,DE-CIX Frankfurt,DE,NTT Frankfurt 4 Data Center (FRA4),DE
24429,DE-CIX Frankfurt,DE,"Equinix FR5 - Frankfurt, KleyerStrasse",DE
24429,DE-CIX Frankfurt,DE,Global Switch Frankfurt,DE
24429,DE-CIX Frankfurt,DE,ITENOS Frankfurt (FRA1),DE
24429,DE-CIX Frankfurt,DE,"Equinix FR2 - Frankfurt, North",DE
24429,DE-CIX Frankfurt,DE,Iron Mountain Data Center - Frankfurt (FRA-2),DE
24429,DE-CIX Frankfurt,DE,"Equinix FR6 - Frankfurt, West",DE
24429,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA29-32,DE
24429,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA28,DE
24429,DE-CIX Frankfurt,DE,NewColo Frankfurt,DE
24429,DE-CIX Frankfurt,DE,"Equinix FR8 - Frankfurt, West",DE
24429,DE-CIX Frankfurt,DE,NewTelco Frankfurt,DE
24429,DE-CIX Frankfurt,DE,"Equinix FR7 - Frankfurt, Gutleutstrasse",DE
24429,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA1-27,DE
24429,DE-CIX Frankfurt,DE,COLT DC Frankfurt,DE
24429,DE-CIX Frankfurt,DE,maincubes FRA01,DE
24429,DE-CIX Frankfurt,DE,Pfalzkom DCRN II,DE
24429,DE-CIX Frankfurt,DE,"Equinix FR4 - Frankfurt, West",DE
24429,DE-CIX Frankfurt,DE,NTT Frankfurt 2 Data Center (FRA2),DE
24429,DE-CIX Frankfurt,DE,TelemaxX IPC4,DE
24429,DE-CIX Frankfurt,DE,CyrusOne Frankfurt 3,DE
24429,DE-CIX Frankfurt,DE,Keppel Data Centres | Keppel DC Frankfurt 1,DE
24429,DE-CIX Frankfurt,DE,NTT Frankfurt 1 Data Center (FRA1),DE
24429,DE-CIX Frankfurt,DE,Telehouse - Frankfurt,DE
24429,DE-CIX Frankfurt,DE,Pfalzkom DCRN I,DE
24429,DE-CIX Frankfurt,DE,CyrusOne Frankfurt 1,DE
24429,DE-CIX Frankfurt,DE,NTT Frankfurt 4 Data Center (FRA4),DE
24429,DE-CIX Frankfurt,DE,"Equinix FR5 - Frankfurt, KleyerStrasse",DE
24429,DE-CIX Frankfurt,DE,Global Switch Frankfurt,DE
24429,DE-CIX Frankfurt,DE,ITENOS Frankfurt (FRA1),DE
24429,DE-CIX Frankfurt,DE,"Equinix FR2 - Frankfurt, North",DE
24429,DE-CIX Frankfurt,DE,Iron Mountain Data Center - Frankfurt (FRA-2),DE
24429,DE-CIX Frankfurt,DE,"Equinix FR6 - Frankfurt, West",DE
24429,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA29-32,DE
24429,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA28,DE
24429,DE-CIX Frankfurt,DE,NewColo Frankfurt,DE
24429,DE-CIX Frankfurt,DE,"Equinix FR8 - Frankfurt, West",DE
24429,DE-CIX Frankfurt,DE,NewTelco Frankfurt,DE
24429,DE-CIX Frankfurt,DE,"Equinix FR7 - Frankfurt, Gutleutstrasse",DE
24429,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA1-27,DE
24429,DE-CIX Frankfurt,DE,COLT DC Frankfurt,DE
24429,DE-CIX Frankfurt,DE,maincubes FRA01,DE
24429,DE-CIX Frankfurt,DE,Pfalzkom DCRN II,DE
24429,DE-CIX Frankfurt,DE,"Equinix FR4 - Frankfurt, West",DE
24429,DE-CIX Frankfurt,DE,NTT Frankfurt 2 Data Center (FRA2),DE
24429,UAE-IX,AE,Equinix DX3 - Dubai,AE
24429,UAE-IX,AE,Equinix DX1 - Dubai,AE
24429,UAE-IX,AE,datamena DXA - Dubai,AE
24429,DE-CIX Madrid,ES,Digital Realty Madrid MAD1-2,ES
24429,DE-CIX Madrid,ES,Equinix MD2 - Madrid,ES
24429,DE-CIX Madrid,ES,Global Switch Madrid,ES
24429,DE-CIX Madrid,ES,nLighten Madrid MAD1,ES
24429,DE-CIX Frankfurt,DE,TelemaxX IPC4,DE
24429,DE-CIX Frankfurt,DE,CyrusOne Frankfurt 3,DE
24429,DE-CIX Frankfurt,DE,Keppel Data Centres | Keppel DC Frankfurt 1,DE
24429,DE-CIX Frankfurt,DE,NTT Frankfurt 1 Data Center (FRA1),DE
24429,DE-CIX Frankfurt,DE,Telehouse - Frankfurt,DE
24429,DE-CIX Frankfurt,DE,Pfalzkom DCRN I,DE
24429,DE-CIX Frankfurt,DE,CyrusOne Frankfurt 1,DE
24429,DE-CIX Frankfurt,DE,NTT Frankfurt 4 Data Center (FRA4),DE
24429,DE-CIX Frankfurt,DE,"Equinix FR5 - Frankfurt, KleyerStrasse",DE
24429,DE-CIX Frankfurt,DE,Global Switch Frankfurt,DE
24429,DE-CIX Frankfurt,DE,ITENOS Frankfurt (FRA1),DE
24429,DE-CIX Frankfurt,DE,"Equinix FR2 - Frankfurt, North",DE
24429,DE-CIX Frankfurt,DE,Iron Mountain Data Center - Frankfurt (FRA-2),DE
24429,DE-CIX Frankfurt,DE,"Equinix FR6 - Frankfurt, West",DE
24429,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA29-32,DE
24429,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA28,DE
24429,DE-CIX Frankfurt,DE,NewColo Frankfurt,DE
24429,DE-CIX Frankfurt,DE,"Equinix FR8 - Frankfurt, West",DE
24429,DE-CIX Frankfurt,DE,NewTelco Frankfurt,DE
24429,DE-CIX Frankfurt,DE,"Equinix FR7 - Frankfurt, Gutleutstrasse",DE
24429,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA1-27,DE
24429,DE-CIX Frankfurt,DE,COLT DC Frankfurt,DE
24429,DE-CIX Frankfurt,DE,maincubes FRA01,DE
24429,DE-CIX Frankfurt,DE,Pfalzkom DCRN II,DE
24429,DE-CIX Frankfurt,DE,"Equinix FR4 - Frankfurt, West",DE
24429,DE-CIX Frankfurt,DE,NTT Frankfurt 2 Data Center (FRA2),DE
24429,DE-CIX Frankfurt,DE,TelemaxX IPC4,DE
24429,DE-CIX Frankfurt,DE,CyrusOne Frankfurt 3,DE
24429,DE-CIX Frankfurt,DE,Keppel Data Centres | Keppel DC Frankfurt 1,DE
24429,DE-CIX Frankfurt,DE,NTT Frankfurt 1 Data Center (FRA1),DE
24429,DE-CIX Frankfurt,DE,Telehouse - Frankfurt,DE
24429,DE-CIX Frankfurt,DE,Pfalzkom DCRN I,DE
24429,DE-CIX Frankfurt,DE,CyrusOne Frankfurt 1,DE
24429,DE-CIX Frankfurt,DE,NTT Frankfurt 4 Data Center (FRA4),DE
24429,DE-CIX Frankfurt,DE,"Equinix FR5 - Frankfurt, KleyerStrasse",DE
24429,DE-CIX Frankfurt,DE,Global Switch Frankfurt,DE
24429,DE-CIX Frankfurt,DE,ITENOS Frankfurt (FRA1),DE
24429,DE-CIX Frankfurt,DE,"Equinix FR2 - Frankfurt, North",DE
24429,DE-CIX Frankfurt,DE,Iron Mountain Data Center - Frankfurt (FRA-2),DE
24429,DE-CIX Frankfurt,DE,"Equinix FR6 - Frankfurt, West",DE
24429,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA29-32,DE
24429,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA28,DE
24429,DE-CIX Frankfurt,DE,NewColo Frankfurt,DE
24429,DE-CIX Frankfurt,DE,"Equinix FR8 - Frankfurt, West",DE
24429,DE-CIX Frankfurt,DE,NewTelco Frankfurt,DE
24429,DE-CIX Frankfurt,DE,"Equinix FR7 - Frankfurt, Gutleutstrasse",DE
24429,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA1-27,DE
24429,DE-CIX Frankfurt,DE,COLT DC Frankfurt,DE
24429,DE-CIX Frankfurt,DE,maincubes FRA01,DE
24429,DE-CIX Frankfurt,DE,Pfalzkom DCRN II,DE
24429,DE-CIX Frankfurt,DE,"Equinix FR4 - Frankfurt, West",DE
24429,DE-CIX Frankfurt,DE,NTT Frankfurt 2 Data Center (FRA2),DE
24429,DE-CIX Frankfurt,DE,TelemaxX IPC4,DE
24429,DE-CIX Frankfurt,DE,CyrusOne Frankfurt 3,DE
24429,DE-CIX Frankfurt,DE,Keppel Data Centres | Keppel DC Frankfurt 1,DE
24429,DE-CIX Frankfurt,DE,NTT Frankfurt 1 Data Center (FRA1),DE
24429,DE-CIX Frankfurt,DE,Telehouse - Frankfurt,DE
24429,DE-CIX Frankfurt,DE,Pfalzkom DCRN I,DE
24429,DE-CIX Frankfurt,DE,CyrusOne Frankfurt 1,DE
24429,DE-CIX Frankfurt,DE,NTT Frankfurt 4 Data Center (FRA4),DE
24429,DE-CIX Frankfurt,DE,"Equinix FR5 - Frankfurt, KleyerStrasse",DE
24429,DE-CIX Frankfurt,DE,Global Switch Frankfurt,DE
24429,DE-CIX Frankfurt,DE,ITENOS Frankfurt (FRA1),DE
24429,DE-CIX Frankfurt,DE,"Equinix FR2 - Frankfurt, North",DE
24429,DE-CIX Frankfurt,DE,Iron Mountain Data Center - Frankfurt (FRA-2),DE
24429,DE-CIX Frankfurt,DE,"Equinix FR6 - Frankfurt, West",DE
24429,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA29-32,DE
24429,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA28,DE
24429,DE-CIX Frankfurt,DE,NewColo Frankfurt,DE
24429,DE-CIX Frankfurt,DE,"Equinix FR8 - Frankfurt, West",DE
24429,DE-CIX Frankfurt,DE,NewTelco Frankfurt,DE
24429,DE-CIX Frankfurt,DE,"Equinix FR7 - Frankfurt, Gutleutstrasse",DE
24429,DE-CIX Frankfurt,DE,Digital Realty Frankfurt FRA1-27,DE
24429,DE-CIX Frankfurt,DE,COLT DC Frankfurt,DE
24429,DE-CIX Frankfurt,DE,maincubes FRA01,DE
24429,DE-CIX Frankfurt,DE,Pfalzkom DCRN II,DE
24429,DE-CIX Frankfurt,DE,"Equinix FR4 - Frankfurt, West",DE
24429,DE-CIX Frankfurt,DE,NTT Frankfurt 2 Data Center (FRA2),DE
24429,AMS-IX Hong Kong,HK,Hutchinson HK,HK
24429,AMS-IX Hong Kong,HK,HGC - Sino Favour Centre,HK
24429,AMS-IX Hong Kong,HK,Hutchinson HK,HK
24429,AMS-IX Hong Kong,HK,HGC - Sino Favour Centre,HK
24429,AMS-IX Hong Kong,HK,Hutchinson HK,HK
24429,AMS-IX Hong Kong,HK,HGC - Sino Favour Centre,HK
24429,AMS-IX Hong Kong,HK,Hutchinson HK,HK
24429,AMS-IX Hong Kong,HK,HGC - Sino Favour Centre,HK
24429,1-DE,DE,"Equinix FR5 - Frankfurt, KleyerStrasse",DE
24429,1-DE,DE,Digital Realty Frankfurt FRA1-27,DE
24429,1-DE,DE,"Equinix FR4 - Frankfurt, West",DE
24429,1-DE,DE,"Equinix FR7 - Frankfurt, Gutleutstrasse",DE
24429,1-DE,DE,"Equinix FR8 - Frankfurt, West",DE
24429,1-DE,DE,"Equinix FR6 - Frankfurt, West",DE
24429,center3 IX Riyadh,SA,center3 RUH4 - Riyadh,SA
24429,MHK-IX,PH,VITRO Makati 2,PH
24429,MHK-IX,PH,VITRO Makati 1 - Yuchengco Tower,PH
24429,MHK-IX,PH,STT Makati (Formerly MK2),PH
24429,BBIX Manila,PH,STT Quezon City (Formerly QC2),PH
24429,BBIX Manila,PH,VITRO Makati 1 - Yuchengco Tower,PH
24429,BBIX Manila,PH,VITRO Makati 2,PH
24429,BBIX Manila,PH,STT Makati (Formerly MK2),PH
24429,BBIX Manila,PH,Total Information Management Corp. Carmona,PH
24429,BBIX Manila,PH,Digital Edge MNL1 (NARRA1) - Manila,PH
24429,BBIX Manila,PH,VITRO Pasig,PH
24429,Equinix San Jose,US,"Equinix SV4 - Silicon Valley, Sunnyvale",US
24429,Equinix San Jose,US,"Equinix SV1/SV5/SV10 - Silicon Valley, San Jose",US
24429,Equinix San Jose,US,"Equinix SV3 - Silicon Valley, San Jose",US
24429,Equinix San Jose,US,"Equinix SV8 - Silicon Valley, Palo Alto",US
24429,Equinix San Jose,US,"Equinix SV2 - Silicon Valley, Santa Clara",US
24429,Netnod Stockholm BLUE -- MTU4470,SE,Conapto Stockholm Nord (Sollentuna),SE
24429,Netnod Stockholm BLUE -- MTU4470,SE,Obenet Kista Gate,SE
24429,Netnod Stockholm BLUE -- MTU4470,SE,"Equinix SK2 - Stockholm, Sköndal",SE
24429,Netnod Stockholm BLUE -- MTU4470,SE,GlobalConnect Sätra,SE
24429,Netnod Stockholm BLUE -- MTU4470,SE,Glesys Stockholm 1,SE
24429,Netnod Stockholm BLUE -- MTU4470,SE,Conapto Stockholm Syd (Sätra),SE
24429,Netnod Stockholm BLUE -- MTU4470,SE,"STOKAB KN7, Östermalm",SE
24429,Netnod Stockholm BLUE -- MTU4470,SE,Digital Realty Stockholm STO1-6,SE
24429,Netnod Stockholm BLUE -- MTU4470,SE,Stockholm/B,SE
24429,Netnod Stockholm BLUE -- MTU4470,SE,STO01 - Vaultica Data Centers,SE
24429,Netnod Stockholm BLUE -- MTU4470,SE,Stockholm/C,SE
24429,Netnod Stockholm BLUE -- MTU4470,SE,"Equinix SK1 - Stockholm, Bromma",SE
24429,GetaFIX Manila,PH,Total Information Management Corp. Carmona,PH
24429,GetaFIX Manila,PH,VITRO Makati 1 - Yuchengco Tower,PH
24429,GetaFIX Manila,PH,STT Makati (Formerly MK2),PH
24429,GetaFIX Manila,PH,Digital Edge MNL1 (NARRA1) - Manila,PH
24429,GetaFIX Manila,PH,VITRO Makati 2,PH
24429,GetaFIX Manila,PH,VITRO Parañaque,PH
24429,GetaFIX Manila,PH,VITRO Pasig,PH
24429,TOP-IX,IT,"Equinix ML2 - Milan, Savona",IT
24429,TOP-IX,IT,DATA4 Milan-Cornaredo - MIL1,IT
24429,TOP-IX,IT,C21,IT
24429,TOP-IX,IT,CSI Piemonte,IT
24429,TOP-IX,IT,Retelit Avalon 1,IT
24429,TOP-IX,IT,ITGate PdF (TRN1/TRN2),IT
24429,TOP-IX,IT,COLT Datacenter Turin,IT
24429,TOP-IX,IT,Liguria Digitale Data Center - WTC,IT
24429,NAPAfrica IX Johannesburg,ZA,"Teraco Johannesburg Campus, South Africa",ZA
24429,STUIX,TW,Chief LY Building Taipei,TW
24429,STUIX,TW,Chief HD Building Taipei,TW
24429,center3 IX Jeddah,SA,center3 JED1 - Jeddah,SA
24429,1-IX EU,PL,UARNet Lviv,UA
24429,1-IX EU,PL,"Equinix PA6 - Paris, Condorcet",FR
24429,1-IX EU,PL,"Equinix NY2/NY4/NY5/NY6 - New York, Secaucus",US
24429,1-IX EU,PL,NIKHEF Amsterdam,NL
24429,1-IX EU,PL,"Equinix AM5 - Amsterdam, Schepenbergweg",NL
24429,1-IX EU,PL,Equinix HK1 - Hong Kong,HK
24429,1-IX EU,PL,Equinix MD2 - Madrid,ES
24429,1-IX EU,PL,"ATMAN Data Center Warsaw-1 (WAW-1, Grochowska 21A)",PL
24429,1-IX EU,PL,NewTelco Kiev,UA
24429,1-IX EU,PL,4 Data Center,PL
24429,1-IX EU,PL,"Equinix WA1 - Warsaw, Centrum LIM",PL
24429,1-IX EU,PL,TELEPOINT Sofia Centre,BG
24429,1-IX EU,PL,Sitel Bratislava,SK
24429,1-IX EU,PL,LIM Warsaw,PL
24429,1-IX EU,PL,"Equinix FR5 - Frankfurt, KleyerStrasse",DE
24429,1-IX EU,PL,1-DC EU,PL
24429,1-IX EU,PL,"Equinix LD8 - London, Docklands",GB
24429,1-IX EU,PL,Korbank Data Center,PL
24429,1-IX EU,PL,CE Colo Prague,CZ
24429,1-IX EU,PL,"ATMAN Data Center Warsaw-2 (WAW-2, Konstruktorska 5)",PL
24429,1-IX EU,PL,TELEPOINT Sofia East,BG
24429,1-IX EU,PL,Digital Realty Frankfurt FRA1-27,DE
24429,1-IX EU,PL,euNetworks Amsterdam,NL
24429,THAILAND IX (TH-IX),TH,ETIX Bangkok #1,TH
24429,THAILAND IX (TH-IX),TH,Telehouse – Bangkok,TH
24429,THAILAND IX (TH-IX),TH,Tellus Data Center,TH
24429,THAILAND IX (TH-IX),TH,"True IDC - North Muang Thong, Thailand",TH
24429,THAILAND IX (TH-IX),TH,NT Nonthaburi Telecommunication Center,TH
24429,THAILAND IX (TH-IX),TH,CS LoxInfo Data Center - The Cloud,TH
24429,THAILAND IX (TH-IX),TH,NT Bangrak Tower,TH
24429,THAILAND IX (TH-IX),TH,"TCC Technology Data Center- Bangkok,Thailand (TCC BNDC,TCC Bangna,TCCtech)",TH
24429,MyIX,MY,CSF CX1 / TelcoHub1 Kuala Lumpur,MY
24429,MyIX,MY,"DANAWA DC, Kuching",MY
24429,MyIX,MY,IP ServerOne MYIX-CJ1,MY
24429,MyIX,MY,AIMS Kuala Lumpur,MY
24429,MyIX,MY,"TM ONE IPDC, Johore",MY
24429,MyIX,MY,"TM ONE KVDC, Cyberjaya",MY
24429,NL-ix,NL,Digital Realty Amsterdam AMS18,NL
24429,NL-ix,NL,NorthC Aalsmeer,NL
24429,NL-ix,NL,LuxConnect DC1.3 - Bettembourg,LU
24429,NL-ix,NL,Eurofiber Datacenter Arnhem,NL
24429,NL-ix,NL,"Equinix AM6 - Amsterdam, Duivendrechtsekade",NL
24429,NL-ix,NL,Previder PDC2,NL
24429,NL-ix,NL,NTT Berlin 1 Data Center (BER1),DE
24429,NL-ix,NL,Digital Realty London LHR20,GB
24429,NL-ix,NL,Digital Realty Frankfurt FRA1-27,DE
24429,NL-ix,NL,Datacenter Groningen,NL
24429,NL-ix,NL,Eurofiber Datacenter Rotterdam,NL
24429,NL-ix,NL,NorthC Almere,NL
24429,NL-ix,NL,Telehouse - London (Docklands North),GB
24429,NL-ix,NL,"Equinix FR5 - Frankfurt, KleyerStrasse",DE
24429,NL-ix,NL,"Equinix AM8 - Amsterdam, Gyroscoopweg",NL
24429,NL-ix,NL,Eurofiber Datacenter Utrecht,NL
24429,NL-ix,NL,ITENOS Frankfurt (FRA1),DE
24429,NL-ix,NL,Smartdc Rotterdam,NL
24429,NL-ix,NL,"Equinix LD5 - London, Slough",GB
24429,NL-ix,NL,BIT-2,NL
24429,NL-ix,NL,Eurofiber Datacenter Nedzone,NL
24429,NL-ix,NL,Telehouse - London (Docklands West),GB
24429,NL-ix,NL,Telehouse - Frankfurt,DE
24429,NL-ix,NL,LuxConnect DC1.1 - Bettembourg,LU
24429,NL-ix,NL,"Equinix LD8 - London, Docklands",GB
24429,NL-ix,NL,Speedbone Berlin,DE
24429,NL-ix,NL,Bytesnet Rotterdam,NL
24429,NL-ix,NL,Rekenhal,NL
24429,NL-ix,NL,NorthC Rotterdam Waalhaven,NL
24429,NL-ix,NL,Digital Realty Amsterdam AMS17,NL
24429,NL-ix,NL,DNS:NET Colo I Berlin,DE
24429,NL-ix,NL,Mediagateway,NL
24429,NL-ix,NL,"Equinix FR4 - Frankfurt, West",DE
24429,NL-ix,NL,"Equinix DB3 - Dublin, Ballycoolin",IE
24429,NL-ix,NL,Telehouse - London (Docklands North Two),GB
24429,NL-ix,NL,"Equinix AM7 - Amsterdam, Kuiperberweg",NL
24429,NL-ix,NL,Bytesnet Groningen,NL
24429,NL-ix,NL,Equinix EN1 - Enschede,NL
24429,NL-ix,NL,EdgeConneX Amsterdam (EDCAMS01),NL
24429,NL-ix,NL,Global-e Datacenter NLRI1,NL
24429,NL-ix,NL,LuxConnect DC1.2 - Bettembourg,LU
24429,NL-ix,NL,NorthC Groningen 1,NL
24429,NL-ix,NL,NorthC Oude Meer,NL
24429,NL-ix,NL,Eurofiber Datacenter Amsterdam,NL
24429,NL-ix,NL,CarrierColo Berlin Luetzow (I/P/B/ site B),DE
24429,NL-ix,NL,KPN DC2,NL
24429,NL-ix,NL,Digital Realty Marseille MRS1/2/3/4,FR
24429,NL-ix,NL,euNetworks Amsterdam,NL
24429,NL-ix,NL,NorthC Duesseldorf,DE
24429,NL-ix,NL,NIKHEF Amsterdam,NL
24429,NL-ix,NL,NorthC Delft,NL
24429,NL-ix,NL,"Digital Realty Amsterdam AMS3, AMS5-8, AMS10",NL
24429,NL-ix,NL,GlobalConnect Taastrup 2,DK
24429,NL-ix,NL,Arelion Dusseldorf DDF/B,DE
24429,NL-ix,NL,ENGIE Cofely (Maastricht-Airport),NL
24429,NL-ix,NL,NorthC Rotterdam Zestienhoven 1,NL
24429,NL-ix,NL,Unilogic Networks Datacenter Sittard,NL
24429,NL-ix,NL,"Equinix AM11 - Amsterdam, Lemelerbergweg",NL
24429,NL-ix,NL,euNetworks Colocation Berlin,DE
24429,NL-ix,NL,EFX,NL
24429,NL-ix,NL,NewTelco Frankfurt,DE
24429,NL-ix,NL,"Equinix AM5 - Amsterdam, Schepenbergweg",NL
24429,NL-ix,NL,Equinix ZW1 - Zwolle,NL
24429,NL-ix,NL,Digital Realty Dublin DUB1-2,IE
24429,NL-ix,NL,"Equinix AM3 - Amsterdam, Science Park",NL
24429,NL-ix,NL,Global Switch Amsterdam,NL
24429,NL-ix,NL,QTS Groningen (GRO1),NL
24429,NL-ix,NL,Spaanse Kubus Rotterdam,NL
24429,NL-ix,NL,Digital Realty Brussels BRU1,BE
24429,NL-ix,NL,GlobalConnect Taastrup 1 (CPH1),DK
24429,NL-ix,NL,Eurofiber Datacenter Brabant,NL
24429,NL-ix,NL,Telehouse - London (Docklands South),GB
24429,NL-ix,NL,Digital Realty Copenhagen CPH1-3,DK
24429,NL-ix,NL,Digital Realty Amsterdam AMS9,NL
24429,NL-ix,NL,"Equinix AM1/AM2 - Amsterdam, Luttenbergweg",NL
24429,NL-ix,NL,Telehouse - Paris 2 (Voltaire - Léon Frot),FR
24429,NL-ix,NL,Telehouse - London (Docklands East),GB
24429,NL-ix,NL,Iron Mountain Data Center - Amsterdam (AMS-1),NL
24429,NL-ix,NL,Digital Realty Dusseldorf DUS1-3,DE
24429,NL-ix,NL,NorthC Amsterdam 1,NL
24429,NL-ix,NL,NorthC Eindhoven 1,NL
24429,HKIX,HK,MEGA Two (iAdvantage Hong Kong),HK
24429,HKIX,HK,Telehouse - Hong Kong CCC (HKCOLO TKO),HK
24429,HKIX,HK,Equinix HK2 - Hong Kong,HK
24429,HKIX,HK,NTT Com Asia Hong Kong Financial Data Center,HK
24429,HKIX,HK,CUHK,HK
24429,HKIX,HK,MEGA-i (iAdvantage Hong Kong),HK
24429,BBIX Osaka,JP,Digital Realty Osaka - KIX11,JP
24429,BBIX Osaka,JP,Equinix OS3 - Osaka,JP
24429,BBIX Osaka,JP,NTT  DOCOMO BUSINESS OS2 - Osaka (Telepark Dojima Building 2),JP
24429,BBIX Osaka,JP,Digital Edge OSA1 - Osaka,JP
24429,BBIX Osaka,JP,OPTAGE – OC1（Sonezaki DC）,JP
24429,BBIX Osaka,JP,AT TOKYO (QC1 QTnet Fukuoka(QD3)),JP
24429,BBIX Osaka,JP,Equinix OS1 - Osaka,JP
24429,BBIX Osaka,JP,AT TOKYO (DC12 NTT DATA Dojima(building #4)),JP
24429,BBIX Osaka,JP,QTnet Fukuoka Data Center 3(QD3),JP
